SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,10685 Bluewater Psge,Rogers,AR,72756,3250000,4,4.5,The Estates of Lakeway,5300,229561,2008,35,613,200,Active,,,https://www.redfin.com/AR/Rogers/10685-Bluewater-Psge-72756/home/176843282,NWARMLS,1243108,N,Y,36.3755902,-94.0343831
MLS Listing,,Single Family Residential,2140 21st St,Rogers,AR,72758,2100000,3,2.0,23-19-30,1825,217800,,36,1151,,Active,,,https://www.redfin.com/AR/Rogers/2140-S-21st-St-72758/home/114919411,NWARMLS,1243090,N,Y,36.3039487,-94.1493171
MLS Listing,,Condo/Co-op,16794 Heritage Bay Rd Unit B-1,Rogers,AR,72756,395000,3,2.0,Heritage Bay,1480,435,1975,38,267,550,Active,,,https://www.redfin.com/AR/Rogers/16794-Heritage-Bay-Rd-72756/unit-B-1/home/177527480,NWARMLS,1240752,N,Y,36.3313824,-94.0090025
MLS Listing,,Single Family Residential,5101 Haxton Cir,Bentonville,AR,72713,1850000,4,3.5,Haxton Estates Rogers,4950,43560,2022,39,374,21,Active,,,https://www.redfin.com/AR/Bentonville/5101-S-Haxton-Cir-72713/home/169155318,NWARMLS,1242921,N,Y,36.2918346,-94.2304119
MLS Listing,,Single Family Residential,821 Ash St,Rogers,AR,72756,285000,2,2.0,Hillcrest Add Rev Rogers,1664,14374,,41,171,,Active,,,https://www.redfin.com/AR/Rogers/821-W-Ash-St-72756/home/114817137,NWARMLS,1242774,N,Y,36.3219528,-94.1273692
MLS Listing,,Single Family Residential,1604 S 15th Pl,Rogers,AR,72758,384500,3,2.5,Bellawood Add,2356,13068,1995,41,163,,Active,,,https://www.redfin.com/AR/Rogers/1604-S-15th-Pl-72758/home/115743229,NWARMLS,1242859,N,Y,36.3185664,-94.1403809
MLS Listing,,Single Family Residential,518 S 14th St,Rogers,AR,72758,402200,4,3.5,Pine Street,2011,7840,2023,41,200,21,Active,,,https://www.redfin.com/AR/Rogers/518-S-14th-St-Unknown/home/181969695,NWARMLS,1242848,N,Y,36.3265923,-94.1377103
MLS Listing,,Single Family Residential,1209 N 34th St,Rogers,AR,72756,339900,3,2.0,Cambridge Park Ph 3 Rogers,1699,8276,1996,41,200,10,Active,,,https://www.redfin.com/AR/Rogers/1209-N-34th-St-72756/home/115321533,NWARMLS,1242770,N,Y,36.3459303,-94.165954
MLS Listing,,Single Family Residential,15445 Putman Rd,Rogers,AR,72756,479000,4,3.0,02-19-29-RURAL,2818,24393,1981,43,170,,Active,,,https://www.redfin.com/AR/Rogers/15445-Putman-Rd-72756/home/116426569,NWARMLS,1242653,N,Y,36.3416113,-94.0397298
MLS Listing,,Single Family Residential,7986 Hopper Rd,Rogers,AR,72756,500000,4,2.0,Ozark Hills,2000,45302,2023,43,250,,Active,May-21-2023 02:00 PM,May-21-2023 04:00 PM,https://www.redfin.com/AR/Rogers/7986-Hopper-Rd-72756/home/114610916,NWARMLS,1238912,N,Y,36.323274,-93.983626
MLS Listing,,Townhouse,Lot 13 Pinnacle Hills Pkwy,Rogers,AR,72758,699000,3,2.5,Pinnacle Vlg,1854,4356,2024,43,377,,Active,,,https://www.redfin.com/AR/Rogers/Lot-13-Pinnacle-Hills-Pkwy-72758/home/184796348,NWARMLS,1241859,N,Y,36.291948,-94.184605
MLS Listing,,Single Family Residential,705 S 13th St,Rogers,AR,72758,777000,4,4.0,City/Rogers,3508,82764,1948,44,221,,Active,,,https://www.redfin.com/AR/Rogers/705-S-13th-St-72758/home/116169326,NWARMLS,1242547,N,Y,36.3277494,-94.1340641
MLS Listing,,Single Family Residential,954 Madison 8050,Rogers,AR,72756,610000,5,4.0,NA,3941,260488,2006,46,155,,Active,,,https://www.redfin.com/AR/Rogers/954-Madison-8050-72756/home/123045465,NWARMLS,1242434,N,Y,36.29078,-93.850075
MLS Listing,,Single Family Residential,35 W Nottingham Ln,Rogers,AR,72758,1950000,5,6.0,Pinnacle Sub Ph 4 Rogers,6557,24829,2010,46,297,57,Active,,,https://www.redfin.com/AR/Rogers/35-W-Nottingham-Ln-72758/home/115061181,NWARMLS,1241989,N,Y,36.3063927,-94.2017253
MLS Listing,,Single Family Residential,18838 Coppermine Rd,Rogers,AR,72756,399900,3,2.0,Copper Mine Acres Rurban,1451,31363,1970,47,276,,Active,,,https://www.redfin.com/AR/Rogers/18838-Coppermine-Rd-72756/home/115902347,NWARMLS,1242145,N,Y,36.328941,-93.963617
MLS Listing,,Single Family Residential,724 Lakeview Dr,Rogers,AR,72756,360000,4,2.0,Lakeview Add Rogers,2420,27878,1968,50,149,,Active,,,https://www.redfin.com/AR/Rogers/724-Lakeview-Dr-72756/home/115082149,NWARMLS,1241970,N,Y,36.3354288,-94.1082897
MLS Listing,,Single Family Residential,2460 S 26th St,Rogers,AR,72758,1000000,2,1.0,22-19-30-ROGERS,1696,220413,,53,590,,Active,,,https://www.redfin.com/AR/Rogers/2460-S-26th-St-72758/home/115479100,NWARMLS,1241758,N,Y,36.2980551,-94.1583548
MLS Listing,,Single Family Residential,806 S 4th St,Rogers,AR,72756,399000,2,2.0,J Wade Sikes Park,1643,11325,,54,243,,Active,,,https://www.redfin.com/AR/Rogers/806-S-4th-St-72756/home/114808718,NWARMLS,1240865,N,Y,36.3265083,-94.1208746
MLS Listing,,Single Family Residential,914 20th St,Rogers,AR,72758,389900,4,2.0,Rosewood Add Rogers,2652,15245,1971,55,147,,Active,,,https://www.redfin.com/AR/Rogers/914-S-20th-St-72758/home/115298559,NWARMLS,1241613,N,Y,36.3245132,-94.146858
MLS Listing,,Single Family Residential,17 Reynolds Rd,Rogers,AR,72756,2350000,4,3.0,Rivercliff,4720,36154,1991,68,498,,Active,,,https://www.redfin.com/AR/Rogers/17-Reynolds-Rd-72756/home/114995964,NWARMLS,1240190,N,Y,36.3467988,-93.9933839
MLS Listing,,Single Family Residential,1014 Olive St #8,Rogers,AR,72756,89500,1,1.0,Idle Wheel Mhp Rogers,390,435,2017,69,229,380,Active,,,https://www.redfin.com/AR/Rogers/1014-W-Olive-St-72756/unit-8/home/147026972,NWARMLS,1240586,N,Y,36.3398605,-94.1290044
MLS Listing,,Townhouse,Lot #4 Pinnacle Hills Pkwy,Rogers,AR,72758,699000,3,2.5,Pinnacle Village,1854,4356,2023,70,377,,Active,,,https://www.redfin.com/AR/Rogers/Lot-4-Pinnacle-Hills-Pkwy-72758/home/184540143,NWARMLS,1238101,N,Y,36.292293,-94.184796
MLS Listing,,Single Family Residential,9363 Larue Rd,Rogers,AR,72756,999000,3,3.0,Browns Port Sub Rurban,1700,35283,2012,71,588,,Active,,,https://www.redfin.com/AR/Rogers/9363-Larue-Rd-72756/home/114514521,NWARMLS,1240556,N,Y,36.3482091,-93.9482744
MLS Listing,,Single Family Residential,10109 Bordeaux Rd,Rogers,AR,72758,530000,4,2.0,n/a,2200,229996,2023,72,241,,Active,,,https://www.redfin.com/AR/Rogers/10109-Bordeaux-Rd-72758/home/115048192,NWARMLS,1239896,N,Y,36.287053,-94.082613
MLS Listing,,Single Family Residential,303 S Promenade Blvd,Rogers,AR,72758,485000,3,2.5,09-19-30-ROGERS,1635,47044,,74,297,,Active,,,https://www.redfin.com/AR/Rogers/303-S-Promenade-Blvd-72758/home/116481416,NWARMLS,1240440,N,Y,36.332754,-94.1748546
MLS Listing,,Single Family Residential,13700 Crazy Horse Dr,Rogers,AR,72758,629900,4,2.5,Covington Trace Ph 1 Rurban,3215,49658,2005,74,196,13,Active,,,https://www.redfin.com/AR/Rogers/13700-Crazy-Horse-Dr-72758/home/115912650,NWARMLS,1240320,N,Y,36.3154512,-94.0783696
MLS Listing,,Single Family Residential,8815 Old Dutch Elbow,Rogers,AR,72756,650000,3,3.0,Dutchmans 8th Add Rurban,5000,79279,1991,82,130,,Active,,,https://www.redfin.com/AR/Rogers/8815-Old-Dutch-Elbow-72756/home/116146443,NWARMLS,1239601,N,Y,36.339461,-94.0483494
MLS Listing,,Single Family Residential,6413 S 59th St,Rogers,AR,72758,623572,4,3.5,SKY VALLEY ESTATES-ROGERS,2867,9147,2023,83,217,29,Active,,,https://www.redfin.com/AR/Rogers/6413-S-59th-ST-72758/home/184444106,NWARMLS,1239718,N,Y,36.268345,-94.198606
MLS Listing,,Single Family Residential,6415 S 59th St,Rogers,AR,72758,586380,4,2.5,SKY VALLEY ESTATES-ROGERS,2696,9147,2023,83,218,29,Active,,,https://www.redfin.com/AR/Rogers/6415-S-59th-ST-72758/home/184443096,NWARMLS,1239704,N,Y,36.268116,-94.198617
MLS Listing,,Single Family Residential,6412 S 59th St,Rogers,AR,72758,602692,4,3.0,SKY VALLEY ESTATES-ROGERS,2771,9147,2023,83,217,29,Active,,,https://www.redfin.com/AR/Rogers/6412-S-59th-ST-72758/home/184441502,NWARMLS,1239666,N,Y,36.268406,-94.198979
MLS Listing,,Single Family Residential,301 W Camden Dr,Rogers,AR,72756,369000,4,2.0,Camden Way Sub Rogers,1934,8712,2005,85,191,,Active,,,https://www.redfin.com/AR/Rogers/301-Camden-Dr-72756/home/115925366,NWARMLS,1239474,N,Y,36.3703906,-94.1176775
MLS Listing,,Single Family Residential,Lot 14 & 15 Pinnacle Hills Pkwy,Rogers,AR,72758,995000,4,3.5,Pinnacle Village,2635,8712,,87,378,,Active,,,https://www.redfin.com/AR/Rogers/Lot-14-15-Pinnacle-Hills-Pkwy-72758/home/184162739,NWARMLS,1238017,N,Y,36.292639,-94.185483
MLS Listing,,Townhouse,Lot 11 Pinnacle Hills Pkwy,Rogers,AR,72758,699000,3,2.5,Pinnacle Village,1854,4356,,87,377,,Active,,,https://www.redfin.com/AR/Rogers/Lot-11-Pinnacle-Hills-Pkwy-72758/home/184162724,NWARMLS,1238396,N,Y,36.293261,-94.185054
MLS Listing,,Single Family Residential,17847 Antler Rdg,Rogers,AR,72756,539500,4,2.0,Ozark Hills Rurban,2140,40075,2023,88,252,,Active,,,https://www.redfin.com/AR/Rogers/17847-Antler-Rdg-72756/home/182566358,NWARMLS,1239401,N,Y,36.3232324,-93.9865358
MLS Listing,,Single Family Residential,5307 S Bellview Rd,Rogers,AR,72758,525000,4,2.5,Pleasant Acres Sub Rogers,2244,80150,1994,89,234,,Active,,,https://www.redfin.com/AR/Rogers/5307-S-Bellview-Rd-72758/home/116307089,NWARMLS,1238723,N,Y,36.285991,-94.171162
MLS Listing,,Single Family Residential,11 S Sechrest Cir,Rogers,AR,72758,1500000,4,4.0,Pinnacle,5553,14374,1997,89,270,149,Active,,,https://www.redfin.com/AR/Rogers/11-S-Sechrest-Cir-72758/home/116403506,NWARMLS,1239179,N,Y,36.2950105,-94.19236
MLS Listing,,Single Family Residential,8729 Par Ln,Rogers,AR,72756,418900,4,2.0,Dream Valley 2 Rurban,2732,20473,1980,90,153,,Active,,,https://www.redfin.com/AR/Rogers/8729-Par-Ln-72756/home/115943160,NWARMLS,1238917,N,Y,36.3387476,-94.065054
MLS Listing,,Single Family Residential,4 W Leiston Dr,Rogers,AR,72758,2350000,6,5.5,"Pinnacle Sub Ph 1, The Rogers",8789,23086,2006,91,267,93,Active,,,https://www.redfin.com/AR/Rogers/4-W-Leiston-Dr-72758/home/115421810,NWARMLS,1238102,N,Y,36.3004681,-94.1940608
MLS Listing,,Single Family Residential,16507 Ivy Ln,Rogers,AR,72756,260000,3,2.0,Beaver Shores Unit 1 Rurban,1830,29185,1970,91,142,,Active,,,https://www.redfin.com/AR/Rogers/16507-Ivy-Ln-72756/home/115779927,NWARMLS,1238902,N,Y,36.3192935,-94.0165317
MLS Listing,,Single Family Residential,4701 W Oak St,Rogers,AR,72758,545000,4,2.5,,1877,34848,,94,290,,Active,,,https://www.redfin.com/AR/Rogers/4701-W-Oak-St-72758/home/114673836,NWARMLS,1238852,N,Y,36.328164,-94.1834765
MLS Listing,,Single Family Residential,Lot 1 & 2 Pinnacle Hills Pkwy,Rogers,AR,72758,995000,4,3.5,Pinnacle Village,2635,8712,2024,98,378,,Active,,,https://www.redfin.com/AR/Rogers/Lot-1-2-Pinnacle-Hills-Pkwy-72758/home/184162740,NWARMLS,1237919,N,Y,36.291741,-94.184709
MLS Listing,,Single Family Residential,TBD Anew Rd,Rogers,AR,72756,885430,4,4.5,The Hollows at Beaver Lake,3185,55756,2023,100,278,,Active,,,https://www.redfin.com/AR/Rogers/802-S-J-St-72756/home/182567861,NWARMLS,1238342,N,Y,36.3253675,-94.1047572
MLS Listing,,Single Family Residential,13021 Red Oak Ln,Rogers,AR,72756,279900,4,2.0,Red Oak Hills Rurban,1560,57499,1999,106,179,,Active,,,https://www.redfin.com/AR/Rogers/13021-Red-Oak-Ln-72756/home/114495201,NWARMLS,1237877,N,Y,36.4159171,-94.1033531
MLS Listing,,Single Family Residential,15569 Putman Rd,Rogers,AR,72756,345000,3,2.0,Putmans 3rd Add Rurban,2303,13939,1974,107,150,,Active,,,https://www.redfin.com/AR/Rogers/15569-Putman-Rd-72756/home/115339458,NWARMLS,1237857,N,Y,36.3389301,-94.0371561
MLS Listing,,Single Family Residential,2300 S Pleasant Ridge Rd,Rogers,AR,72756,679000,4,3.5,,3800,85813,1994,108,179,,Active,,,https://www.redfin.com/AR/Rogers/2300-S-Pleasant-Ridge-Rd-72756/home/115069957,NWARMLS,1237721,N,Y,36.3178464,-94.0899512
MLS Listing,,Single Family Residential,1401 W Pecan St,Rogers,AR,72758,420200,4,4.0,Pine Street,2101,9147,2023,116,200,21,Active,,,https://www.redfin.com/AR/Rogers/1401-W-Pecan-St-Unknown/home/181023096,NWARMLS,1237272,N,Y,36.3293787,-94.1368339
MLS Listing,,Single Family Residential,1405 W Pecan St,Rogers,AR,72758,420200,4,4.0,Pine St,2101,7405,2023,116,200,21,Active,,,https://www.redfin.com/AR/Rogers/1405-W-Pecan-St-Unknown/home/181969700,NWARMLS,1237124,N,Y,36.329378,-94.136937
MLS Listing,,Single Family Residential,9 S Clubhouse Dr,Rogers,AR,72758,3785000,4,6.0,Pinnacle,10004,21780,1991,117,378,279,Active,,,https://www.redfin.com/AR/Rogers/9-S-Clubhouse-Dr-72758/home/115232028,NWARMLS,1236923,N,Y,36.2970393,-94.2002243
MLS Listing,,Single Family Residential,2713 S 20th St,Rogers,AR,72758,616900,5,3.5,Cobble Creek Sub Rogers,2901,11325,2023,118,213,40,Active,,,https://www.redfin.com/AR/Rogers/2713-S-20th-St-72758/home/176836705,NWARMLS,1236723,N,Y,36.292522,-94.147184
MLS Listing,,Single Family Residential,324 S 3rd St,Rogers,AR,72756,355000,3,1.0,B F Sikes Add,1575,11325,,123,225,,Active,,,https://www.redfin.com/AR/Rogers/324-S-3rd-St-72756/home/116184081,NWARMLS,1236884,N,Y,36.3303423,-94.119376
MLS Listing,,Single Family Residential,14049 Wolf Dr,Rogers,AR,72756,950000,4,3.0,Mack Grimes  2Nd,2883,289238,1992,123,330,,Active,,,https://www.redfin.com/AR/Rogers/14049-Wolf-Dr-72756/home/115639242,NWARMLS,1236861,N,Y,36.3535986,-94.0712555
MLS Listing,,Single Family Residential,14 Ravenshoe Rd,Rogers,AR,72756,825000,4,3.0,Runnymede Subdivision,3675,22651,2000,124,224,7,Active,,,https://www.redfin.com/AR/Rogers/14-Ravenshoe-Rd-72756/home/114826795,NWARMLS,1236425,N,Y,36.3356769,-93.9879025
MLS Listing,,Single Family Residential,3 S Regis Ln,Rogers,AR,72758,2600000,5,6.5,Pinnacle Sub Ph 4 Rogers,6803,40075,2014,135,382,169,Active,,,https://www.redfin.com/AR/Rogers/3-S-Regis-Ln-72758/home/114697721,NWARMLS,1235903,N,Y,36.3027691,-94.2007847
MLS Listing,,Single Family Residential,10953 Guyll Ridge Rd,Rogers,AR,72756,280000,2,2.0,N/A,1616,159865,2007,144,173,,Active,,,https://www.redfin.com/AR/Rogers/10953-Guyll-Ridge-Rd-72756/home/116136172,NWARMLS,1235439,N,Y,36.3774001,-94.0465337
MLS Listing,,Single Family Residential,8108 Pine Ln,Rogers,AR,72756,1100000,4,4.0,Beaver Shores Unit 2 Rurban,2982,16988,,153,369,,Active,,,https://www.redfin.com/AR/Rogers/8108-Pine-Ln-72756/home/115675354,NWARMLS,1234092,N,Y,36.325919,-94.0168508
MLS Listing,,Single Family Residential,8547 Old Bill Evans Rd,Rogers,AR,72756,1650000,0,2.0,.,2560,3128479,1982,176,645,,Active,,,https://www.redfin.com/AR/Rogers/8547-Old-Bill-Evans-Rd-72756/home/116058426,NWARMLS,1233906,N,Y,36.320248,-93.890504
MLS Listing,,Single Family Residential,2211 S Rainbow Rd,Rogers,AR,72758,4000000,3,2.5,18-19-30-Rogers,2906,1028451,1975,182,1376,,Active,,,https://www.redfin.com/AR/Rogers/2211-S-Rainbow-Rd-72758/home/114678675,NWARMLS,1233573,N,Y,36.3154913,-94.2110522
MLS Listing,,Multi-Family (2-4 Unit),12929 Carranza St,Rogers,AR,72756,499900,,,29-20-29 RURAL,2992,54014,2008,193,167,,Active,,,https://www.redfin.com/AR/Rogers/12929-Carranza-St-72756/home/116300754,NWARMLS,1232879,N,Y,36.3714168,-94.0953679
MLS Listing,,Single Family Residential,1405 E Walnut St,Rogers,AR,72756,829000,4,4.0,Hyland Park Rogers,4438,105850,1995,196,187,,Active,,,https://www.redfin.com/AR/Rogers/1405-E-Walnut-St-72756/home/115037450,NWARMLS,1232140,N,Y,36.3235879,-94.0944847
MLS Listing,,Single Family Residential,15533 Haynes Rd,Rogers,AR,72756,2100000,5,4.5,"Point At Falls Hollow, The Rurban",7120,43995,2006,207,295,,Active,,,https://www.redfin.com/AR/Rogers/15533-Haynes-Rd-72756/home/114494363,NWARMLS,1230450,N,Y,36.3044542,-94.0410864
MLS Listing,,Single Family Residential,13870 Sunset Bay Blvd,Rogers,AR,72756,885000,4,4.0,Sunset Bay,4065,39204,2005,207,218,,Active,,,https://www.redfin.com/AR/Rogers/13870-Sunset-Bay-Blvd-72756/home/115139927,NWARMLS,1231658,N,Y,36.3585768,-94.075255
MLS Listing,,Single Family Residential,10546 Napa Rd,Rogers,AR,72756,1897200,4,3.0,Aiken Point Sub Rurban,4080,42253,,208,465,,Active,,,https://www.redfin.com/AR/Rogers/10546-Napa-Rd-72756/home/115501398,NWARMLS,1231233,N,Y,36.3705674,-94.0239577
MLS Listing,,Single Family Residential,6202 S 59th St,Rogers,AR,72758,522900,3,2.5,"Iveys Ph III, The Rogers",2478,8712,2022,208,211,42,Active,,,https://www.redfin.com/AR/Rogers/6202-S-59th-St-72758/home/176836652,NWARMLS,1231549,N,Y,36.2728679,-94.1989092
MLS Listing,,Single Family Residential,,Rogers,AR,72756,399950,2,1.0,,1104,236095,,211,362,,Active,,,https://www.redfin.com/AR/Rogers/Undisclosed-address-72756/home/115659106,NWARMLS,1231499,N,Y,36.306531,-93.903451
MLS Listing,,Single Family Residential,1606 S 23rd Dr,Rogers,AR,72758,479325,4,3.5,Seminole Park,2229,6098,2023,215,215,,Active,,,https://www.redfin.com/AR/Rogers/1606-S-23rd-St-72758/home/115645074,NWARMLS,1231256,N,Y,36.3191118,-94.1514964
MLS Listing,,Single Family Residential,13876 Gentilly Rd,Rogers,AR,72758,469793,6,2.0,Monte Ne Shores,3500,16117,1997,223,134,,Active,,,https://www.redfin.com/AR/Rogers/13876-Gentilly-Rd-72758/home/115910191,NWARMLS,1230285,N,Y,36.2868471,-94.0759538
MLS Listing,,Townhouse,1605 S 17th Pl,Rogers,AR,72758,298500,2,2.0,Dixieland Crossing,1400,3049,2023,236,213,,Active,,,https://www.redfin.com/AR/Rogers/1605-S-17th-St-72758/home/116363436,NWARMLS,1229022,N,Y,36.318743,-94.1420001
MLS Listing,,Single Family Residential,13482 Sugar Creek Rd,Rogers,AR,72756,1995000,4,2.0,08-20-29-RURAL,3038,1342083,1937,240,657,,Active,,,https://www.redfin.com/AR/Rogers/13482-Sugar-Creek-Rd-72756/home/115473112,NWARMLS,1228476,N,Y,36.42016,-94.081462
MLS Listing,,Single Family Residential,2813 Simmons Ln,Rogers,AR,72758,799900,4,2.5,Country Club Estates Rogers,3957,47916,1988,258,202,,Active,,,https://www.redfin.com/AR/Rogers/2813-Simmons-Ln-72758/home/115629319,NWARMLS,1228066,N,Y,36.3330417,-94.1568551
MLS Listing,,Townhouse,1604 S 17th Pl,Rogers,AR,72758,326000,2,2.0,Dixieland Crossing,1500,3484,2023,270,217,,Active,,,https://www.redfin.com/AR/Rogers/1604-S-17th-St-72758/home/116017448,NWARMLS,1227334,N,Y,36.3189772,-94.1425599
MLS Listing,,Townhouse,1602 S 17th Pl,Rogers,AR,72758,325500,2,2.0,Dixieland Crossing,1500,3484,2023,270,217,,Active,,,https://www.redfin.com/AR/Rogers/1602-S-17th-St-72758/home/115437914,NWARMLS,1227329,N,Y,36.3191681,-94.1425399
MLS Listing,,Single Family Residential,"700, 720, 840 S 45th St",Rogers,AR,72758,2750000,3,2.0,09-19-30-ROGERS,2112,270072,1985,300,1302,,Active,,,https://www.redfin.com/AR/Rogers/840-S-45th-St-72758/home/180596917,NWARMLS,1224345,N,Y,36.3281955,-94.1798835
MLS Listing,,Single Family Residential,13889 E Highway 94,Rogers,AR,72758,970000,6,5.0,28-19-29-RURAL,2900,282704,,302,334,,Active,,,https://www.redfin.com/AR/Rogers/13889-E-Highway-94-72758/home/115120305,NWARMLS,1224293,N,Y,36.294985,-94.074469
MLS Listing,,Single Family Residential,9944 Old Campbell Rd,Rogers,AR,72758,4995000,6,6.0,27-19-29-RURAL,7967,177724,2020,329,627,125,Active,,,https://www.redfin.com/AR/Rogers/9944-Old-Campbell-Rd-72758/home/169195586,NWARMLS,1222132,N,Y,36.2891402,-94.0482097
MLS Listing,,Multi-Family (5+ Unit),Single Family Portfolio Rogers & Centerton,Rogers,AR,72758,6500000,,,Garrett Road Sub Rogers,28659,9147,2014,365,227,,Active,,,https://www.redfin.com/AR/Rogers/Single-Family-Portfolio-Rogers-Centerton-72758/home/179431893,NWARMLS,1217980,N,Y,36.271095,-94.179933
MLS Listing,,Single Family Residential,19796 Poverty Point Rd,Rogers,AR,72756,3399000,4,3.5,Larue Acres,6302,94089,1986,383,539,,Active,,,https://www.redfin.com/AR/Rogers/19796-Poverty-Point-Rd-72756/home/115639677,NWARMLS,1216528,N,Y,36.3407912,-93.9425389
MLS Listing,,Single Family Residential,19 Razorback Rd,Rogers,AR,72758,1600000,6,5.5,Pinnacle Golf & Country Club,7622,15681,1992,393,210,,Active,,,https://www.redfin.com/AR/Rogers/19-W-Razorback-Rd-72758/home/116237375,NWARMLS,1198071,N,Y,36.2924291,-94.1942933
MLS Listing,,Single Family Residential,6098 S Pack Ln,Rogers,AR,72758,1750000,3,2.5,33-19-30-Rogers,3525,326264,1996,396,496,,Active,,,https://www.redfin.com/AR/Rogers/6098-S-Pack-Ln-72758/home/114979131,NWARMLS,1215492,N,Y,36.2734027,-94.1796555
MLS Listing,,Multi-Family (2-4 Unit),9919 & 9917 E High Meadows Dr,Rogers,AR,72756,1247000,,,,4913,1323788,2005,410,254,,Active,,,https://www.redfin.com/AR/Rogers/9919-E-High-Meadows-Dr-72756/home/115744610,NWARMLS,1214226,N,Y,36.3596261,-94.0407566
